STORE_LOCATION,PRODUCT_CATEGORY,TOTAL_REVENUE,TOTAL_QUANTITY_SOLD,NUMBER_OF_TRANSACTIONS,UNIQUE_PRODUCTS_SOLD,MONTH_ID,DAY_OF_WEEK,TIME_BUCKET
Astoria,Branded,14,1,1,1,2023-04-30,Sun,Morning
Astoria,Branded,14,1,1,1,2023-05-08,Mon,Afternoon
Astoria,Branded,14,1,1,1,2023-05-08,Mon,Evening
Astoria,Branded,14,1,1,1,2023-05-10,Wed,Morning
Astoria,Branded,14,1,1,1,2023-05-11,Thu,Evening
Hell's Kitchen,Branded,14,1,1,1,2023-05-12,Fri,Evening
Lower Manhattan,Branded,14,1,1,1,2023-05-13,Sat,Morning
Lower Manhattan,Branded,14,1,1,1,2023-05-13,Sat,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-15,Mon,Afternoon
Astoria,Branded,14,1,1,1,2023-05-15,Mon,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-16,Tue,Morning
Astoria,Branded,14,1,1,1,2023-05-16,Tue,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-18,Thu,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-19,Fri,Morning
Lower Manhattan,Branded,14,1,1,1,2023-05-19,Fri,Morning
Lower Manhattan,Branded,14,1,1,1,2023-05-20,Sat,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-20,Sat,Evening
Hell's Kitchen,Branded,14,1,1,1,2023-05-21,Sun,Evening
Lower Manhattan,Branded,14,1,1,1,2023-05-22,Mon,Morning
Lower Manhattan,Branded,14,1,1,1,2023-05-25,Thu,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-05-30,Tue,Morning
Lower Manhattan,Branded,14,1,1,1,2023-06-08,Thu,Morning
Astoria,Branded,14,1,1,1,2023-06-08,Thu,Evening
Astoria,Branded,14,1,1,1,2023-06-10,Sat,Morning
Hell's Kitchen,Branded,14,1,1,1,2023-06-12,Mon,Evening
Lower Manhattan,Branded,14,1,1,1,2023-06-13,Tue,Afternoon
Lower Manhattan,Branded,14,1,1,1,2023-06-15,Thu,Morning
Hell's Kitchen,Branded,14,1,1,1,2023-06-15,Thu,Afternoon
Lower Manhattan,Branded,14,1,1,1,2023-06-18,Sun,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-06-18,Sun,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-06-19,Mon,Morning
Hell's Kitchen,Branded,14,1,1,1,2023-06-20,Tue,Evening
Hell's Kitchen,Branded,14,1,1,1,2023-06-21,Wed,Afternoon
Hell's Kitchen,Branded,14,1,1,1,2023-06-21,Wed,Evening
Lower Manhattan,Branded,14,1,1,1,2023-06-23,Fri,Morning
Lower Manhattan,Branded,14,1,1,1,2023-06-23,Fri,Afternoon
Lower Manhattan,Branded,14,1,1,1,2023-06-24,Sat,Afternoon
Lower Manhattan,Branded,14,1,1,1,2023-06-25,Sun,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-01-10,Tue,Morning
Astoria,Branded,12,1,1,1,2023-01-10,Tue,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-01-12,Thu,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-01-10,Tue,Morning
Lower Manhattan,Branded,12,1,1,1,2023-01-17,Tue,Morning
Hell's Kitchen,Branded,12,1,1,1,2023-01-19,Thu,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-01-19,Thu,Afternoon
Astoria,Branded,12,1,1,1,2023-02-10,Fri,Morning
Lower Manhattan,Branded,12,1,1,1,2023-02-10,Fri,Morning
Astoria,Branded,12,1,1,1,2023-02-10,Fri,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-02-14,Tue,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-02-15,Wed,Morning
Lower Manhattan,Branded,12,1,1,1,2023-02-15,Wed,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-02-15,Wed,Evening
Lower Manhattan,Branded,12,1,1,1,2023-02-17,Fri,Morning
Lower Manhattan,Branded,12,1,1,1,2023-02-19,Sun,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-02-19,Sun,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-02-20,Mon,Morning
Lower Manhattan,Branded,12,1,1,1,2023-02-20,Mon,Evening
Lower Manhattan,Branded,12,1,1,1,2023-02-22,Wed,Afternoon
Astoria,Branded,12,1,1,1,2023-03-08,Wed,Morning
Hell's Kitchen,Branded,12,1,1,1,2023-03-10,Fri,Morning
Astoria,Branded,12,1,1,1,2023-03-11,Sat,Evening
Hell's Kitchen,Branded,12,1,1,1,2023-03-15,Wed,Morning
Lower Manhattan,Branded,12,1,1,1,2023-03-15,Wed,Morning
Lower Manhattan,Branded,12,1,1,1,2023-03-15,Wed,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-03-15,Wed,Evening
Lower Manhattan,Branded,12,1,1,1,2023-03-16,Thu,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-03-17,Fri,Morning
Lower Manhattan,Branded,12,1,1,1,2023-03-21,Tue,Morning
Lower Manhattan,Branded,12,1,1,1,2023-03-22,Wed,Afternoon
Astoria,Branded,12,1,1,1,2023-03-30,Thu,Afternoon
Astoria,Branded,12,1,1,1,2023-04-08,Sat,Morning
Lower Manhattan,Branded,12,1,1,1,2023-04-09,Sun,Evening
Hell's Kitchen,Branded,12,1,1,1,2023-04-10,Mon,Morning
Astoria,Branded,12,1,1,1,2023-04-10,Mon,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-04-11,Tue,Afternoon
Astoria,Branded,12,1,1,1,2023-04-11,Tue,Evening
Hell's Kitchen,Branded,12,1,1,1,2023-04-12,Wed,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-04-15,Sat,Morning
Lower Manhattan,Branded,12,1,1,1,2023-04-15,Sat,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-04-17,Mon,Morning
Lower Manhattan,Branded,12,1,1,1,2023-04-20,Thu,Morning
Lower Manhattan,Branded,12,1,1,1,2023-04-20,Thu,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-04-21,Fri,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-04-30,Sun,Morning
Hell's Kitchen,Branded,12,1,1,1,2023-05-11,Thu,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-05-15,Mon,Morning
Lower Manhattan,Branded,12,1,1,1,2023-05-15,Mon,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-05-15,Mon,Evening
Lower Manhattan,Branded,12,1,1,1,2023-05-18,Thu,Evening
Hell's Kitchen,Branded,12,1,1,1,2023-05-19,Fri,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-05-20,Sat,Evening
Lower Manhattan,Branded,12,1,1,1,2023-05-21,Sun,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-05-27,Sat,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-05-30,Tue,Afternoon
Astoria,Branded,12,1,1,1,2023-05-30,Tue,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-05-31,Wed,Afternoon
Astoria,Branded,12,1,1,1,2023-06-08,Thu,Morning
Lower Manhattan,Branded,12,1,1,1,2023-06-09,Fri,Afternoon
Hell's Kitchen,Branded,12,1,1,1,2023-06-11,Sun,Afternoon
Astoria,Branded,12,1,1,1,2023-06-11,Sun,Evening
Lower Manhattan,Branded,12,1,1,1,2023-06-15,Thu,Evening
Lower Manhattan,Branded,12,1,1,1,2023-06-18,Sun,Evening
Hell's Kitchen,Branded,12,1,1,1,2023-06-19,Mon,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-06-20,Tue,Morning
Lower Manhattan,Branded,12,1,1,1,2023-06-20,Tue,Afternoon
Lower Manhattan,Branded,12,1,1,1,2023-06-20,Tue,Evening
Lower Manhattan,Branded,12,1,1,1,2023-06-22,Thu,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-01-08,Sun,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-01-14,Sat,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-01-15,Sun,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-01-16,Mon,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-01-16,Mon,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-01-18,Wed,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-01-20,Fri,Evening
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-01-18,Wed,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-01-22,Sun,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-01-26,Thu,Evening
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-01-30,Mon,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-02-08,Wed,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-02-11,Sat,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-02-11,Sat,Evening
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-02-13,Mon,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-02-16,Thu,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-02-18,Sat,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-02-20,Mon,Evening
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-02-23,Thu,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-03-08,Wed,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-03-09,Thu,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-14,Tue,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-03-16,Thu,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-15,Wed,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-03-18,Sat,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-19,Sun,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-03-22,Wed,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-23,Thu,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-26,Sun,Evening
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-03-30,Thu,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-08,Sat,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-04-08,Sat,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-09,Sun,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-09,Sun,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-11,Tue,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-12,Wed,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-13,Thu,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-14,Fri,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-04-14,Fri,Evening
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-04-15,Sat,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-16,Sun,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-16,Sun,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-18,Tue,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-04-18,Tue,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-04-22,Sat,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-05-08,Mon,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-05-08,Mon,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-05-09,Tue,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-05-09,Tue,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-05-12,Fri,Morning
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-05-13,Sat,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-05-11,Thu,Evening
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-05-16,Tue,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-05-18,Thu,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-05-18,Thu,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-05-22,Mon,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-05-23,Tue,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-05-23,Tue,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-06-08,Thu,Morning
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-06-08,Thu,Afternoon
Astoria,Packaged Chocolate,13.33,1,1,1,2023-06-09,Fri,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-06-11,Sun,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-06-14,Wed,Afternoon
Hell's Kitchen,Packaged Chocolate,13.33,1,1,1,2023-06-15,Thu,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-06-16,Fri,Morning
Astoria,Packaged Chocolate,13.33,1,1,1,2023-06-18,Sun,Afternoon
Lower Manhattan,Packaged Chocolate,13.33,1,1,1,2023-06-23,Fri,Morning
Lower Manhattan,Drinking Chocolate,4.75,1,1,1,2023-01-02,Mon,Evening
Lower Manhattan,Tea,3,1,1,1,2023-01-03,Tue,Evening
Astoria,Bakery,3.75,1,1,1,2023-01-04,Wed,Morning
Hell's Kitchen,Loose Tea,9.5,1,1,1,2023-01-07,Sat,Morning
Hell's Kitchen,Flavours,0.8,1,1,1,2023-01-07,Sat,Evening
Astoria,Coffee beans,14.75,1,1,1,2023-01-08,Sun,Morning
Lower Manhattan,Bakery,3.75,1,1,1,2023-01-02,Mon,Evening
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-03,Tue,Evening
Hell's Kitchen,Coffee beans,20.45,1,1,1,2023-01-08,Sun,Morning
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-08,Sun,Morning
Lower Manhattan,Tea,4,1,1,1,2023-01-02,Mon,Evening
Lower Manhattan,Packaged Chocolate,6.4,1,1,1,2023-01-07,Sat,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-07,Sat,Afternoon
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-01,Sun,Evening
Lower Manhattan,Bakery,3.75,1,1,1,2023-01-06,Fri,Evening
Hell's Kitchen,Coffee beans,15,1,1,1,2023-01-08,Sun,Evening
Astoria,Coffee beans,10,1,1,1,2023-01-08,Sun,Evening
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-09,Mon,Morning
Astoria,Bakery,3.75,1,1,1,2023-01-09,Mon,Afternoon
Lower Manhattan,Coffee beans,10,1,1,1,2023-01-09,Mon,Afternoon
Hell's Kitchen,Coffee beans,14.75,1,1,1,2023-01-09,Mon,Afternoon
Astoria,Drinking Chocolate,3.75,1,1,1,2023-01-09,Mon,Evening
Astoria,Loose Tea,9.25,1,1,1,2023-01-10,Tue,Morning
Hell's Kitchen,Loose Tea,9.5,1,1,1,2023-01-10,Tue,Morning
Hell's Kitchen,Flavours,0.8,1,1,1,2023-01-10,Tue,Evening
Astoria,Loose Tea,9.5,1,1,1,2023-01-11,Wed,Morning
Hell's Kitchen,Coffee beans,45,1,1,1,2023-01-11,Wed,Morning
Lower Manhattan,Coffee beans,45,1,1,1,2023-01-11,Wed,Afternoon
Lower Manhattan,Loose Tea,10.95,1,1,1,2023-01-12,Thu,Morning
Astoria,Coffee beans,18,1,1,1,2023-01-08,Sun,Afternoon
Astoria,Bakery,3.25,1,1,1,2023-01-09,Mon,Evening
Hell's Kitchen,Bakery,3.25,1,1,1,2023-01-09,Mon,Evening
Hell's Kitchen,Bakery,3.5,1,1,1,2023-01-10,Tue,Evening
Lower Manhattan,Loose Tea,9.5,1,1,1,2023-01-11,Wed,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-11,Wed,Evening
Astoria,Drinking Chocolate,3.75,1,1,1,2023-01-12,Thu,Afternoon
Lower Manhattan,Coffee beans,21,1,1,1,2023-01-12,Thu,Evening
Hell's Kitchen,Coffee beans,18,1,1,1,2023-01-12,Thu,Evening
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-13,Fri,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-13,Fri,Morning
Hell's Kitchen,Loose Tea,9.5,1,1,1,2023-01-13,Fri,Afternoon
Astoria,Branded,23,1,1,1,2023-01-14,Sat,Afternoon
Lower Manhattan,Coffee beans,18,1,1,1,2023-01-15,Sun,Morning
Hell's Kitchen,Coffee beans,20.45,1,1,1,2023-01-12,Thu,Afternoon
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-13,Fri,Afternoon
Lower Manhattan,Coffee beans,20.45,1,1,1,2023-01-09,Mon,Evening
Lower Manhattan,Coffee beans,18,1,1,1,2023-01-13,Fri,Morning
Hell's Kitchen,Coffee beans,22.5,1,1,1,2023-01-13,Fri,Evening
Astoria,Coffee beans,22.5,1,1,1,2023-01-14,Sat,Afternoon
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-14,Sat,Afternoon
Lower Manhattan,Flavours,0.8,1,1,1,2023-01-10,Tue,Afternoon
Astoria,Loose Tea,10.95,1,1,1,2023-01-10,Tue,Evening
Lower Manhattan,Coffee beans,18,1,1,1,2023-01-10,Tue,Afternoon
Astoria,Coffee beans,18,1,1,1,2023-01-15,Sun,Afternoon
Lower Manhattan,Coffee,3,1,1,1,2023-01-15,Sun,Evening
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-15,Sun,Evening
Astoria,Branded,28,1,1,1,2023-01-15,Sun,Evening
Hell's Kitchen,Bakery,3.25,1,1,1,2023-01-15,Sun,Evening
Astoria,Loose Tea,10.95,1,1,1,2023-01-14,Sat,Afternoon
Astoria,Loose Tea,9.5,1,1,1,2023-01-16,Mon,Afternoon
Hell's Kitchen,Flavours,0.8,1,1,1,2023-01-16,Mon,Afternoon
Astoria,Branded,28,1,1,1,2023-01-16,Mon,Afternoon
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-16,Mon,Evening
Lower Manhattan,Packaged Chocolate,6.4,1,1,1,2023-01-17,Tue,Morning
Astoria,Coffee beans,45,1,1,1,2023-01-17,Tue,Morning
Hell's Kitchen,Bakery,3.5,1,1,1,2023-01-16,Mon,Evening
Lower Manhattan,Loose Tea,10.95,1,1,1,2023-01-17,Tue,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-17,Tue,Morning
Hell's Kitchen,Loose Tea,9.5,1,1,1,2023-01-17,Tue,Morning
Lower Manhattan,Branded,28,1,1,1,2023-01-17,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,4.5,1,1,1,2023-01-17,Tue,Afternoon
Lower Manhattan,Tea,4,1,1,1,2023-01-17,Tue,Evening
Astoria,Branded,28,1,1,1,2023-01-17,Tue,Evening
Lower Manhattan,Coffee beans,15,1,1,1,2023-01-18,Wed,Afternoon
Astoria,Flavours,0.8,1,1,1,2023-01-18,Wed,Afternoon
Astoria,Coffee beans,21,1,1,1,2023-01-18,Wed,Afternoon
Lower Manhattan,Bakery,3.25,1,1,1,2023-01-18,Wed,Evening
Astoria,Coffee beans,14.75,1,1,1,2023-01-18,Wed,Evening
Hell's Kitchen,Drinking Chocolate,3.75,1,1,1,2023-01-18,Wed,Evening
Lower Manhattan,Branded,28,1,1,1,2023-01-19,Thu,Morning
Hell's Kitchen,Flavours,0.8,1,1,1,2023-01-19,Thu,Evening
Astoria,Drinking Chocolate,3.5,1,1,1,2023-01-20,Fri,Afternoon
Lower Manhattan,Drinking Chocolate,4.75,1,1,1,2023-01-20,Fri,Afternoon
Astoria,Drinking Chocolate,4.5,1,1,1,2023-01-20,Fri,Evening
Hell's Kitchen,Coffee,3,1,1,1,2023-01-18,Wed,Evening
Lower Manhattan,Tea,2.5,1,1,1,2023-01-16,Mon,Evening
Astoria,Coffee beans,45,1,1,1,2023-01-20,Fri,Evening
Hell's Kitchen,Coffee beans,22.5,1,1,1,2023-01-20,Fri,Evening
Hell's Kitchen,Coffee beans,22.5,1,1,1,2023-01-21,Sat,Afternoon
Lower Manhattan,Branded,28,1,1,1,2023-01-21,Sat,Afternoon
Astoria,Coffee beans,18,1,1,1,2023-01-21,Sat,Afternoon
Lower Manhattan,Coffee,2.2,1,1,1,2023-01-21,Sat,Evening
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-21,Sat,Evening
Astoria,Bakery,3.75,1,1,1,2023-01-21,Sat,Evening
Astoria,Branded,28,1,1,1,2023-01-21,Sat,Evening
Astoria,Bakery,3.75,1,1,1,2023-01-18,Wed,Evening
Hell's Kitchen,Loose Tea,9.25,1,1,1,2023-01-19,Thu,Morning
Astoria,Coffee beans,45,1,1,1,2023-01-19,Thu,Evening
Hell's Kitchen,Coffee beans,21,1,1,1,2023-01-20,Fri,Morning
Astoria,Coffee beans,14.75,1,1,1,2023-01-21,Sat,Evening
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-22,Sun,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-23,Mon,Morning
Lower Manhattan,Branded,28,1,1,1,2023-01-23,Mon,Morning
Lower Manhattan,Coffee beans,21,1,1,1,2023-01-23,Mon,Morning
Hell's Kitchen,Coffee beans,18,1,1,1,2023-01-23,Mon,Afternoon
Lower Manhattan,Coffee beans,10,1,1,1,2023-01-24,Tue,Morning
Hell's Kitchen,Bakery,3.75,1,1,1,2023-01-24,Tue,Evening
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-25,Wed,Morning
Hell's Kitchen,Coffee beans,45,1,1,1,2023-01-25,Wed,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-01-25,Wed,Morning
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-25,Wed,Evening
Hell's Kitchen,Coffee beans,18,1,1,1,2023-01-26,Thu,Afternoon
Lower Manhattan,Branded,28,1,1,1,2023-01-26,Thu,Afternoon
Lower Manhattan,Bakery,3,1,1,1,2023-01-26,Thu,Evening
Hell's Kitchen,Coffee beans,15,1,1,1,2023-01-27,Fri,Morning
Lower Manhattan,Packaged Chocolate,6.4,1,1,1,2023-01-27,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,3.5,1,1,1,2023-01-27,Fri,Evening
Lower Manhattan,Bakery,3,1,1,1,2023-01-28,Sat,Evening
Hell's Kitchen,Bakery,3.25,1,1,1,2023-01-28,Sat,Evening
Hell's Kitchen,Coffee beans,22.5,1,1,1,2023-01-24,Tue,Evening
Lower Manhattan,Coffee,3,1,1,1,2023-01-29,Sun,Evening
Lower Manhattan,Bakery,3.5,1,1,1,2023-01-29,Sun,Evening
Lower Manhattan,Coffee beans,23,1,1,1,2023-01-30,Mon,Morning
Hell's Kitchen,Coffee beans,45,1,1,1,2023-01-30,Mon,Afternoon
Lower Manhattan,Bakery,3,1,1,1,2023-01-30,Mon,Evening
Hell's Kitchen,Bakery,3.5,1,1,1,2023-01-30,Mon,Evening
Lower Manhattan,Loose Tea,9.25,1,1,1,2023-01-31,Tue,Morning
Lower Manhattan,Branded,28,1,1,1,2023-01-31,Tue,Morning
Astoria,Branded,28,1,1,1,2023-01-31,Tue,Morning
Lower Manhattan,Flavours,0.8,1,1,1,2023-01-31,Tue,Afternoon
Astoria,Coffee beans,21,1,1,1,2023-01-31,Tue,Afternoon
Hell's Kitchen,Loose Tea,9.5,1,1,1,2023-01-31,Tue,Evening
Astoria,Coffee beans,10,1,1,1,2023-01-31,Tue,Evening
Hell's Kitchen,Bakery,3.75,1,1,1,2023-01-31,Tue,Evening
Lower Manhattan,Tea,2.5,1,1,1,2023-02-02,Thu,Evening
Lower Manhattan,Tea,3,1,1,1,2023-02-03,Fri,Evening
Astoria,Bakery,3.25,1,1,1,2023-02-01,Wed,Morning
Astoria,Bakery,3.25,1,1,1,2023-02-03,Fri,Morning
Lower Manhattan,Bakery,3.75,1,1,1,2023-02-05,Sun,Evening
Lower Manhattan,Bakery,3.25,1,1,1,2023-02-06,Mon,Evening
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-02-07,Tue,Morning
Lower Manhattan,Bakery,3.25,1,1,1,2023-02-07,Tue,Afternoon
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-02-07,Tue,Afternoon
Astoria,Branded,28,1,1,1,2023-02-08,Wed,Afternoon
Astoria,Packaged Chocolate,6.4,1,1,1,2023-02-08,Wed,Afternoon
Hell's Kitchen,Coffee beans,18,1,1,1,2023-02-08,Wed,Afternoon
Hell's Kitchen,Bakery,3.5,1,1,1,2023-02-08,Wed,Evening
Lower Manhattan,Coffee beans,20.45,1,1,1,2023-02-09,Thu,Morning
Lower Manhattan,Loose Tea,9.5,1,1,1,2023-02-09,Thu,Evening
Lower Manhattan,Coffee beans,18,1,1,1,2023-02-10,Fri,Morning
Astoria,Packaged Chocolate,6.4,1,1,1,2023-02-10,Fri,Morning
Astoria,Loose Tea,9.25,1,1,1,2023-02-10,Fri,Morning
Astoria,Coffee beans,15,1,1,1,2023-02-10,Fri,Morning
Hell's Kitchen,Packaged Chocolate,6.4,1,1,1,2023-02-10,Fri,Afternoon
Lower Manhattan,Bakery,3.75,1,1,1,2023-02-10,Fri,Evening
Astoria,Coffee,3,1,1,1,2023-02-10,Fri,Evening
Hell's Kitchen,Branded,28,1,1,1,2023-02-11,Sat,Morning
Astoria,Loose Tea,9.5,1,1,1,2023-02-11,Sat,Morning
Hell's Kitchen,Coffee beans,18,1,1,1,2023-02-11,Sat,Afternoon
Lower Manhattan,Flavours,0.8,1,1,1,2023-02-11,Sat,Evening
Astoria,Flavours,0.8,1,1,1,2023-02-11,Sat,Evening
Astoria,Drinking Chocolate,3.5,1,1,1,2023-02-11,Sat,Evening
Hell's Kitchen,Coffee beans,18,1,1,1,2023-02-11,Sat,Evening
Lower Manhattan,Coffee beans,19.75,1,1,1,2023-02-12,Sun,Morning
Astoria,Coffee beans,14.75,1,1,1,2023-02-12,Sun,Morning
Lower Manhattan,Loose Tea,10.95,1,1,1,2023-02-12,Sun,Morning
Lower Manhattan,Loose Tea,10.95,1,1,1,2023-02-12,Sun,Afternoon
Hell's Kitchen,Coffee beans,18,1,1,1,2023-02-12,Sun,Afternoon
Lower Manhattan,Coffee beans,21,1,1,1,2023-02-12,Sun,Evening
Astoria,Bakery,3.25,1,1,1,2023-02-09,Thu,Evening
Lower Manhattan,Coffee beans,21,1,1,1,2023-02-13,Mon,Afternoon
Hell's Kitchen,Bakery,4.5,1,1,1,2023-02-13,Mon,Evening
Hell's Kitchen,Coffee beans,22.5,1,1,1,2023-02-13,Mon,Evening
Astoria,Bakery,3.75,1,1,1,2023-02-13,Mon,Evening
Lower Manhattan,Coffee beans,15,1,1,1,2023-02-14,Tue,Morning
Astoria,Coffee beans,19.75,1,1,1,2023-02-14,Tue,Afternoon
Astoria,Branded,23,1,1,1,2023-02-14,Tue,Afternoon
Lower Manhattan,Tea,2.55,1,1,1,2023-02-14,Tue,Evening
